index,weight,normalized_weight
C-DOUBLE-STEREOE-N,10.70397216212162,0.6429220737886193
C-AROMATIC-STEREONONE-O,10.584594185073321,0.6425673784982976
N-DOUBLE-STEREONONE-O,9.634475912618798,0.6397443915050441
P-SINGLE-STEREONONE-S,9.391783954794322,0.6390233062884261
C-DOUBLE-STEREONONE-N,8.886959775061145,0.6375233750329362
N-AROMATIC-STEREONONE-N,8.006814906941367,0.6349082926932796
C-TRIPLE-STEREONONE-C,7.412462831547202,0.6331423565704889
C-DOUBLE-STEREONONE-C,7.293567482925737,0.6327890952635049
C-SINGLE-STEREONONE-Cl,7.236226739021761,0.6326187247118406
N-SINGLE-STEREONONE-Si,6.38522354433896,0.6300902279767969
C-AROMATIC-STEREONONE-C,6.3045179246214165,0.6298504358147574
C-AROMATIC-STEREONONE-S,6.223724774415153,0.6296103835825368
C-SINGLE-STEREONONE-N,6.039975684263769,0.6290644291402763
N-DOUBLE-STEREOE-N,5.722938809424516,0.6281224506519131
O-SINGLE-STEREONONE-S,4.289477482857632,0.6238633570237313
N-DOUBLE-STEREONONE-N,4.110370663516176,0.6233311956749156
C-SINGLE-STEREONONE-O,2.8524227235919657,0.6195935866050237
C-SINGLE-STEREONONE-S,2.7566089166889256,0.6193089050674688
C-SINGLE-STEREONONE-P,2.1796726167341234,0.6175947146156838
C-SINGLE-STEREONONE-C,2.114148171691543,0.617400028689249
H-SINGLE-STEREONONE-O,1.9822198146841057,0.6170080437683495
C-SINGLE-STEREONONE-H,0.005957575644278457,0.6111361825929459
O-SINGLE-STEREONONE-Si,-0.09691835596780862,0.6108305181032929
C-SINGLE-STEREONONE-F,-1.6656882087104705,0.6061693964112959
C-DOUBLE-STEREOZ-C,-2.0560793030008035,0.6050094682071823
Cl-SINGLE-STEREONONE-P,-2.6082850421823993,0.6033687570825743
O-SINGLE-STEREONONE-O,-2.840112483458772,0.602679952467006
S-SINGLE-STEREONONE-S,-3.6960964119327704,0.6001366569988814
C-SINGLE-STEREONONE-Si,-5.002728161543154,0.5962543988200201
Br-SINGLE-STEREONONE-Br,-7.881017046395174,0.5877024402688261
N-SINGLE-STEREONONE-P,-13.565049208800957,0.5708140703375201
Br-SINGLE-STEREONONE-P,-14.060339015463597,0.5693424675669644
C-DOUBLE-STEREOZ-N,-16.397726972482342,0.5623976313374656
F-SINGLE-STEREONONE-S,-16.890142311917096,0.5609345691705716
O-SINGLE-STEREONONE-P,-20.586231013929137,0.5499527676052405
N-TRIPLE-STEREONONE-N,-28.7275616983366,0.5257632837313186
Br-SINGLE-STEREONONE-Si,-29.672832561765293,0.5229546993372234
Cl-SINGLE-STEREONONE-Si,-31.28041929602292,0.5181782451073599
B-SINGLE-STEREONONE-Br,-34.31780498059116,0.5091535788846179
B-SINGLE-STEREONONE-Cl,-35.34717553444358,0.5060951178813827
Cl-SINGLE-STEREONONE-S,-37.88761087224122,0.498546988218244
F-SINGLE-STEREONONE-Si,-38.39051777370947,0.49705275357101997
B-SINGLE-STEREONONE-F,-41.504203476542166,0.48780138508879084
Cl-SINGLE-STEREONONE-O,-44.211080594715966,0.4797587243817201
B-SINGLE-STEREONONE-N,-46.697676529816285,0.4723705621015331
N-DOUBLE-STEREOZ-N,-65.28402254115974,0.4171468972554902
F-SINGLE-STEREONONE-P,-68.34466608542878,0.40805312738814975
Br-SINGLE-STEREONONE-S,-70.96957895799595,0.40025399846650783
Cl-SINGLE-STEREONONE-Cl,-101.68101704639517,0.3090043164204152
B-SINGLE-STEREONONE-S,-160.89160758343016,0.133078085134401
O-DOUBLE-STEREONONE-O,-190.84090456293626,0.04409287320724498
C-TRIPLE-STEREONONE-O,-205.68101704639588,0.0
