index,weight,normalized_weight
I-CHI_UNSPECIFIED,51.25604165327946,1.0
B-CHI_UNSPECIFIED,47.823670622464775,0.9515072290350193
N-CHI_TETRAHEDRAL_CCW,42.40248127792046,0.8749162979023835
N-CHI_UNSPECIFIED,35.88638763152071,0.7828564844543515
Br-CHI_UNSPECIFIED,30.28838025998478,0.7037674562312769
O-CHI_UNSPECIFIED,24.949147230802982,0.628334409486526
Cl-CHI_UNSPECIFIED,20.171758206684295,0.5608391329918362
C-CHI_TETRAHEDRAL_CCW,11.129306628535241,0.43308676315638955
S-CHI_UNSPECIFIED,9.00499530028988,0.40307434848032647
C-CHI_UNSPECIFIED,6.11776484151459,0.36228336052956445
F-CHI_UNSPECIFIED,2.575914977293006,0.31224386517312014
C-CHI_TETRAHEDRAL_CW,-2.8333711146714853,0.23582110400110617
P-CHI_UNSPECIFIED,-4.490340096417858,0.21241133372669832
Si-CHI_UNSPECIFIED,-19.525045146099046,0.0
